date,iso,country,geoName,geoCode,coronavirus,covid,dry cough,fever,shortness of breath,face mask
2020-02-13,DE,Germany,North Rhine-Westphalia,DE-NW,6,4,9,43,0,4
2020-02-14,DE,Germany,North Rhine-Westphalia,DE-NW,5,3,0,37,0,0
2020-02-15,DE,Germany,North Rhine-Westphalia,DE-NW,5,6,11,31,0,0
2020-02-16,DE,Germany,North Rhine-Westphalia,DE-NW,4,2,10,32,23,14
2020-02-17,DE,Germany,North Rhine-Westphalia,DE-NW,3,4,9,39,0,0
2020-02-18,DE,Germany,North Rhine-Westphalia,DE-NW,4,1,0,39,0,4
2020-02-19,DE,Germany,North Rhine-Westphalia,DE-NW,3,1,19,48,22,13
2020-02-20,DE,Germany,North Rhine-Westphalia,DE-NW,3,2,10,26,23,0
2020-02-21,DE,Germany,North Rhine-Westphalia,DE-NW,3,4,0,34,0,5
2020-02-22,DE,Germany,North Rhine-Westphalia,DE-NW,6,4,22,37,26,0
2020-02-23,DE,Germany,North Rhine-Westphalia,DE-NW,13,12,0,57,23,0
2020-02-24,DE,Germany,North Rhine-Westphalia,DE-NW,17,15,0,47,22,9
2020-02-25,DE,Germany,North Rhine-Westphalia,DE-NW,30,11,9,43,0,8
2020-02-26,DE,Germany,North Rhine-Westphalia,DE-NW,62,32,9,63,0,20
2020-02-27,DE,Germany,North Rhine-Westphalia,DE-NW,58,27,18,57,21,24
2020-02-28,DE,Germany,North Rhine-Westphalia,DE-NW,57,29,28,70,0,9
2020-02-29,DE,Germany,North Rhine-Westphalia,DE-NW,50,17,20,92,24,9
2020-03-01,DE,Germany,North Rhine-Westphalia,DE-NW,44,23,29,80,23,9
2020-03-02,DE,Germany,North Rhine-Westphalia,DE-NW,43,19,27,71,0,13
2020-03-03,DE,Germany,North Rhine-Westphalia,DE-NW,33,22,18,56,0,12
2020-03-04,DE,Germany,North Rhine-Westphalia,DE-NW,32,18,9,50,43,8
2020-03-05,DE,Germany,North Rhine-Westphalia,DE-NW,37,25,45,34,0,8
2020-03-06,DE,Germany,North Rhine-Westphalia,DE-NW,34,19,18,55,0,9
2020-03-07,DE,Germany,North Rhine-Westphalia,DE-NW,32,22,21,48,25,0
2020-03-08,DE,Germany,North Rhine-Westphalia,DE-NW,39,26,29,55,46,0
2020-03-09,DE,Germany,North Rhine-Westphalia,DE-NW,42,31,17,48,0,0
2020-03-10,DE,Germany,North Rhine-Westphalia,DE-NW,46,36,25,53,60,4
2020-03-11,DE,Germany,North Rhine-Westphalia,DE-NW,55,47,42,59,20,0
2020-03-12,DE,Germany,North Rhine-Westphalia,DE-NW,67,74,9,69,81,4
2020-03-13,DE,Germany,North Rhine-Westphalia,DE-NW,78,73,49,68,0,8
2020-03-14,DE,Germany,North Rhine-Westphalia,DE-NW,75,94,91,100,96,0
2020-03-15,DE,Germany,North Rhine-Westphalia,DE-NW,77,92,74,76,22,0
2020-03-16,DE,Germany,North Rhine-Westphalia,DE-NW,71,82,67,87,79,8
2020-03-17,DE,Germany,North Rhine-Westphalia,DE-NW,63,93,34,87,40,0
2020-03-18,DE,Germany,North Rhine-Westphalia,DE-NW,62,82,69,81,62,16
2020-03-19,DE,Germany,North Rhine-Westphalia,DE-NW,55,91,26,98,63,4
2020-03-20,DE,Germany,North Rhine-Westphalia,DE-NW,53,99,50,63,39,11
2020-03-21,DE,Germany,North Rhine-Westphalia,DE-NW,56,100,97,67,46,9
2020-03-22,DE,Germany,North Rhine-Westphalia,DE-NW,100,90,100,68,86,21
2020-03-23,DE,Germany,North Rhine-Westphalia,DE-NW,44,84,65,66,0,11
2020-03-24,DE,Germany,North Rhine-Westphalia,DE-NW,40,84,42,37,60,16
2020-03-25,DE,Germany,North Rhine-Westphalia,DE-NW,36,73,62,50,42,37
2020-03-26,DE,Germany,North Rhine-Westphalia,DE-NW,32,89,26,51,0,44
2020-03-27,DE,Germany,North Rhine-Westphalia,DE-NW,32,88,34,50,100,16
2020-03-28,DE,Germany,North Rhine-Westphalia,DE-NW,36,89,20,37,71,60
2020-03-29,DE,Germany,North Rhine-Westphalia,DE-NW,34,88,44,42,0,45
2020-03-30,DE,Germany,North Rhine-Westphalia,DE-NW,30,82,16,39,76,48
2020-03-31,DE,Germany,North Rhine-Westphalia,DE-NW,27,67,17,26,20,97
2020-04-01,DE,Germany,North Rhine-Westphalia,DE-NW,27,67,0,30,40,95
2020-04-02,DE,Germany,North Rhine-Westphalia,DE-NW,28,70,25,31,20,82
2020-04-03,DE,Germany,North Rhine-Westphalia,DE-NW,58,72,26,33,20,75
2020-04-04,DE,Germany,North Rhine-Westphalia,DE-NW,57,79,10,34,0,100
2020-04-05,DE,Germany,North Rhine-Westphalia,DE-NW,58,66,10,30,24,80
2020-01-01,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,5,0,0
2020-01-02,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,14,0,0
2020-01-03,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,0,52,0
2020-01-04,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,10,0,17
2020-01-05,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,5,0,0
2020-01-06,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,18,0,0
2020-01-07,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,14,0,0
2020-01-08,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,19,0,0,0
2020-01-09,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,24,0,0
2020-01-10,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,10,0,0
2020-01-11,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,31,0,17
2020-01-12,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,14,0,0
2020-01-13,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,13,0,0
2020-01-14,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,17,8,0,0
2020-01-15,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,23,0,0
2020-01-16,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,19,19,0,0
2020-01-17,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,19,53,0,0
2020-01-18,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,0,20,0,17
2020-01-19,DE,Germany,Rhineland-Palatinate,DE-RP,0,0,19,24,0,0
2020-01-20,DE,Germany,Rhineland-Palatinate,DE-RP,1,0,0,9,50,0
2020-01-21,DE,Germany,Rhineland-Palatinate,DE-RP,2,0,19,14,0,0
2020-01-22,DE,Germany,Rhineland-Palatinate,DE-RP,2,0,19,37,0,0
2020-01-23,DE,Germany,Rhineland-Palatinate,DE-RP,3,0,0,19,0,0
2020-01-24,DE,Germany,Rhineland-Palatinate,DE-RP,7,0,0,10,53,0
2020-01-25,DE,Germany,Rhineland-Palatinate,DE-RP,9,0,0,26,0,34
2020-01-26,DE,Germany,Rhineland-Palatinate,DE-RP,11,0,19,24,0,0
2020-01-27,DE,Germany,Rhineland-Palatinate,DE-RP,10,0,0,13,0,0
2020-01-28,DE,Germany,Rhineland-Palatinate,DE-RP,24,0,0,36,0,15
2020-01-29,DE,Germany,Rhineland-Palatinate,DE-RP,22,0,0,28,100,0
2020-01-30,DE,Germany,Rhineland-Palatinate,DE-RP,18,0,0,62,52,0
2020-01-31,DE,Germany,Rhineland-Palatinate,DE-RP,18,0,0,34,0,0
2020-02-01,DE,Germany,Rhineland-Palatinate,DE-RP,12,0,0,34,0,0
2020-02-02,DE,Germany,Rhineland-Palatinate,DE-RP,14,0,19,14,0,30
2020-02-03,DE,Germany,Rhineland-Palatinate,DE-RP,10,0,0,25,0,0
2020-02-04,DE,Germany,Rhineland-Palatinate,DE-RP,9,0,0,27,0,0
2020-02-05,DE,Germany,Rhineland-Palatinate,DE-RP,8,0,0,28,0,0
2020-02-06,DE,Germany,Rhineland-Palatinate,DE-RP,7,0,0,53,0,0
2020-02-07,DE,Germany,Rhineland-Palatinate,DE-RP,7,0,0,45,0,0
2020-02-08,DE,Germany,Rhineland-Palatinate,DE-RP,7,0,40,30,0,0
2020-02-09,DE,Germany,Rhineland-Palatinate,DE-RP,5,0,0,21,0,0
2020-02-10,DE,Germany,Rhineland-Palatinate,DE-RP,4,0,0,41,0,13
2020-02-11,DE,Germany,Rhineland-Palatinate,DE-RP,5,0,0,36,0,0
2020-02-12,DE,Germany,Rhineland-Palatinate,DE-RP,5,0,0,42,0,0
2020-02-13,DE,Germany,Rhineland-Palatinate,DE-RP,6,0,19,38,0,0
2020-02-14,DE,Germany,Rhineland-Palatinate,DE-RP,4,3,0,19,0,0
2020-02-15,DE,Germany,Rhineland-Palatinate,DE-RP,4,0,0,27,0,0
2020-02-16,DE,Germany,Rhineland-Palatinate,DE-RP,4,3,20,30,54,0
2020-02-17,DE,Germany,Rhineland-Palatinate,DE-RP,4,0,0,9,0,0
2020-02-18,DE,Germany,Rhineland-Palatinate,DE-RP,5,0,0,28,0,0
2020-02-19,DE,Germany,Rhineland-Palatinate,DE-RP,2,0,0,29,0,0
2020-02-20,DE,Germany,Rhineland-Palatinate,DE-RP,3,0,0,35,0,0
2020-02-21,DE,Germany,Rhineland-Palatinate,DE-RP,4,6,20,31,0,0
2020-02-22,DE,Germany,Rhineland-Palatinate,DE-RP,6,3,0,44,0,18
2020-02-23,DE,Germany,Rhineland-Palatinate,DE-RP,15,12,0,34,0,0
2020-02-24,DE,Germany,Rhineland-Palatinate,DE-RP,21,9,0,51,0,15
2020-02-25,DE,Germany,Rhineland-Palatinate,DE-RP,29,19,36,31,0,0
2020-02-26,DE,Germany,Rhineland-Palatinate,DE-RP,51,21,0,30,0,0
2020-02-27,DE,Germany,Rhineland-Palatinate,DE-RP,59,16,0,48,0,0
2020-02-28,DE,Germany,Rhineland-Palatinate,DE-RP,51,26,19,46,0,15
2020-02-29,DE,Germany,Rhineland-Palatinate,DE-RP,47,29,0,63,0,32
2020-03-01,DE,Germany,Rhineland-Palatinate,DE-RP,40,14,0,50,0,0
2020-03-02,DE,Germany,Rhineland-Palatinate,DE-RP,37,14,0,67,0,15
2020-03-03,DE,Germany,Rhineland-Palatinate,DE-RP,37,14,0,27,0,0
2020-03-04,DE,Germany,Rhineland-Palatinate,DE-RP,38,8,18,14,0,0
2020-03-05,DE,Germany,Rhineland-Palatinate,DE-RP,31,22,0,41,0,0
2020-03-06,DE,Germany,Rhineland-Palatinate,DE-RP,33,6,0,55,0,0
2020-03-07,DE,Germany,Rhineland-Palatinate,DE-RP,35,18,0,35,0,0
2020-03-08,DE,Germany,Rhineland-Palatinate,DE-RP,45,22,0,32,0,15
2020-03-09,DE,Germany,Rhineland-Palatinate,DE-RP,52,31,0,42,45,0
2020-03-10,DE,Germany,Rhineland-Palatinate,DE-RP,52,28,0,29,45,0
2020-03-11,DE,Germany,Rhineland-Palatinate,DE-RP,65,36,0,17,46,0
2020-03-12,DE,Germany,Rhineland-Palatinate,DE-RP,80,58,0,78,0,13
2020-03-13,DE,Germany,Rhineland-Palatinate,DE-RP,83,77,49,61,44,0
2020-03-14,DE,Germany,Rhineland-Palatinate,DE-RP,83,71,0,74,0,15
2020-03-15,DE,Germany,Rhineland-Palatinate,DE-RP,85,63,0,62,0,0
2020-03-16,DE,Germany,Rhineland-Palatinate,DE-RP,74,73,0,76,43,13
2020-03-17,DE,Germany,Rhineland-Palatinate,DE-RP,71,63,0,79,43,0
2020-03-18,DE,Germany,Rhineland-Palatinate,DE-RP,63,92,33,85,0,13
2020-03-19,DE,Germany,Rhineland-Palatinate,DE-RP,58,87,100,100,0,0
2020-03-20,DE,Germany,Rhineland-Palatinate,DE-RP,52,100,16,44,0,26
2020-03-21,DE,Germany,Rhineland-Palatinate,DE-RP,55,77,33,53,44,0
2020-03-22,DE,Germany,Rhineland-Palatinate,DE-RP,100,89,0,20,0,27
2020-03-23,DE,Germany,Rhineland-Palatinate,DE-RP,46,63,14,32,0,0
2020-03-24,DE,Germany,Rhineland-Palatinate,DE-RP,38,76,0,42,42,0
2020-03-25,DE,Germany,Rhineland-Palatinate,DE-RP,35,65,0,49,0,13
2020-03-26,DE,Germany,Rhineland-Palatinate,DE-RP,35,78,16,36,43,13
2020-03-27,DE,Germany,Rhineland-Palatinate,DE-RP,37,45,16,23,0,26
2020-03-28,DE,Germany,Rhineland-Palatinate,DE-RP,35,79,19,28,0,15
2020-03-29,DE,Germany,Rhineland-Palatinate,DE-RP,36,99,0,32,43,39
2020-03-30,DE,Germany,Rhineland-Palatinate,DE-RP,31,85,0,4,0,25
2020-03-31,DE,Germany,Rhineland-Palatinate,DE-RP,28,68,0,27,0,100
2020-04-01,DE,Germany,Rhineland-Palatinate,DE-RP,27,60,0,20,0,39
2020-04-02,DE,Germany,Rhineland-Palatinate,DE-RP,27,66,0,32,43,52
2020-04-03,DE,Germany,Rhineland-Palatinate,DE-RP,59,60,0,35,42,65
2020-04-04,DE,Germany,Rhineland-Palatinate,DE-RP,63,67,0,14,0,63
2020-04-05,DE,Germany,Rhineland-Palatinate,DE-RP,61,85,0,18,0,45
2020-01-01,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-02,DE,Germany,Saarland,DE-SL,0,0,0,37,0,0
2020-01-03,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-04,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-05,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-06,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-07,DE,Germany,Saarland,DE-SL,0,0,0,0,0,59
2020-01-08,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-09,DE,Germany,Saarland,DE-SL,0,0,0,13,0,0
2020-01-10,DE,Germany,Saarland,DE-SL,0,0,0,25,0,0
2020-01-11,DE,Germany,Saarland,DE-SL,0,0,0,27,0,66
2020-01-12,DE,Germany,Saarland,DE-SL,0,0,0,13,0,0
2020-01-13,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-14,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-15,DE,Germany,Saarland,DE-SL,0,0,0,13,0,0
2020-01-16,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-17,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-18,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-19,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-20,DE,Germany,Saarland,DE-SL,0,0,0,0,0,0
2020-01-21,DE,Germany,Saarland,DE-SL,0,0,0,25,0,0
2020-01-22,DE,Germany,Saarland,DE-SL,1,0,0,0,0,0
2020-01-23,DE,Germany,Saarland,DE-SL,2,0,0,12,0,0
2020-01-24,DE,Germany,Saarland,DE-SL,8,0,0,12,0,60
2020-01-25,DE,Germany,Saarland,DE-SL,9,0,0,42,0,0
2020-01-26,DE,Germany,Saarland,DE-SL,10,0,0,13,0,0
2020-01-27,DE,Germany,Saarland,DE-SL,10,0,0,23,0,0
2020-01-28,DE,Germany,Saarland,DE-SL,15,0,51,12,0,0
2020-01-29,DE,Germany,Saarland,DE-SL,15,0,0,12,0,0
2020-01-30,DE,Germany,Saarland,DE-SL,11,0,0,0,100,0
2020-01-31,DE,Germany,Saarland,DE-SL,23,0,0,38,0,0
2020-02-01,DE,Germany,Saarland,DE-SL,11,0,0,54,0,0
2020-02-02,DE,Germany,Saarland,DE-SL,9,0,0,36,0,0
2020-02-03,DE,Germany,Saarland,DE-SL,8,0,0,11,0,0
2020-02-04,DE,Germany,Saarland,DE-SL,6,0,0,0,0,0
2020-02-05,DE,Germany,Saarland,DE-SL,8,0,0,25,0,0
2020-02-06,DE,Germany,Saarland,DE-SL,6,0,0,38,0,0
2020-02-07,DE,Germany,Saarland,DE-SL,4,0,0,0,0,0
2020-02-08,DE,Germany,Saarland,DE-SL,4,0,0,41,0,0
2020-02-09,DE,Germany,Saarland,DE-SL,3,0,0,0,0,0
2020-02-10,DE,Germany,Saarland,DE-SL,2,0,0,11,0,0
2020-02-11,DE,Germany,Saarland,DE-SL,3,0,0,0,0,0
2020-02-12,DE,Germany,Saarland,DE-SL,3,0,0,24,0,0
2020-02-13,DE,Germany,Saarland,DE-SL,4,0,0,12,0,0
2020-02-14,DE,Germany,Saarland,DE-SL,5,0,0,13,0,0
2020-02-15,DE,Germany,Saarland,DE-SL,5,0,0,15,0,71
2020-02-16,DE,Germany,Saarland,DE-SL,4,0,0,26,0,0
2020-02-17,DE,Germany,Saarland,DE-SL,1,0,0,0,0,0
2020-02-18,DE,Germany,Saarland,DE-SL,4,0,0,0,0,0
2020-02-19,DE,Germany,Saarland,DE-SL,2,0,0,12,100,0
2020-02-20,DE,Germany,Saarland,DE-SL,1,0,0,13,0,0
2020-02-21,DE,Germany,Saarland,DE-SL,1,13,0,0,0,0
2020-02-22,DE,Germany,Saarland,DE-SL,4,0,0,30,0,0
2020-02-23,DE,Germany,Saarland,DE-SL,14,12,0,26,0,0
2020-02-24,DE,Germany,Saarland,DE-SL,11,0,0,37,0,0
2020-02-25,DE,Germany,Saarland,DE-SL,20,22,0,12,0,0
2020-02-26,DE,Germany,Saarland,DE-SL,38,21,0,0,0,55
2020-02-27,DE,Germany,Saarland,DE-SL,39,21,0,11,0,0
2020-02-28,DE,Germany,Saarland,DE-SL,41,12,0,13,0,0
2020-02-29,DE,Germany,Saarland,DE-SL,32,0,0,13,0,63
2020-03-01,DE,Germany,Saarland,DE-SL,35,0,54,25,0,0
2020-03-02,DE,Germany,Saarland,DE-SL,34,11,0,0,97,0
2020-03-03,DE,Germany,Saarland,DE-SL,52,0,0,22,0,0
2020-03-04,DE,Germany,Saarland,DE-SL,40,0,0,24,0,0
2020-03-05,DE,Germany,Saarland,DE-SL,31,34,0,0,0,0
2020-03-06,DE,Germany,Saarland,DE-SL,38,23,53,0,0,0
2020-03-07,DE,Germany,Saarland,DE-SL,35,26,59,0,0,0
2020-03-08,DE,Germany,Saarland,DE-SL,35,23,0,12,0,0
2020-03-09,DE,Germany,Saarland,DE-SL,45,42,0,34,0,0
2020-03-10,DE,Germany,Saarland,DE-SL,53,31,0,11,0,53
2020-03-11,DE,Germany,Saarland,DE-SL,72,63,49,45,0,0
2020-03-12,DE,Germany,Saarland,DE-SL,74,51,0,43,0,0
2020-03-13,DE,Germany,Saarland,DE-SL,69,93,48,33,0,0
2020-03-14,DE,Germany,Saarland,DE-SL,79,50,0,53,0,0
2020-03-15,DE,Germany,Saarland,DE-SL,85,70,0,100,0,0
2020-03-16,DE,Germany,Saarland,DE-SL,61,71,0,54,87,52
2020-03-17,DE,Germany,Saarland,DE-SL,63,81,0,32,0,0
2020-03-18,DE,Germany,Saarland,DE-SL,60,62,0,22,0,0
2020-03-19,DE,Germany,Saarland,DE-SL,55,43,100,35,0,0
2020-03-20,DE,Germany,Saarland,DE-SL,48,60,0,11,0,0
2020-03-21,DE,Germany,Saarland,DE-SL,44,83,48,44,0,0
2020-03-22,DE,Germany,Saarland,DE-SL,100,82,0,22,0,53
2020-03-23,DE,Germany,Saarland,DE-SL,47,72,83,19,77,0
2020-03-24,DE,Germany,Saarland,DE-SL,34,39,0,52,0,0
2020-03-25,DE,Germany,Saarland,DE-SL,30,49,0,21,0,0
2020-03-26,DE,Germany,Saarland,DE-SL,31,100,0,11,0,52
2020-03-27,DE,Germany,Saarland,DE-SL,31,61,0,0,0,52
2020-03-28,DE,Germany,Saarland,DE-SL,26,35,53,0,0,0
2020-03-29,DE,Germany,Saarland,DE-SL,33,59,0,32,0,51
2020-03-30,DE,Germany,Saarland,DE-SL,26,68,45,21,83,100
2020-03-31,DE,Germany,Saarland,DE-SL,23,50,0,0,0,51
2020-04-01,DE,Germany,Saarland,DE-SL,20,70,0,21,0,51
2020-04-02,DE,Germany,Saarland,DE-SL,28,91,0,0,0,52
2020-04-03,DE,Germany,Saarland,DE-SL,64,91,0,22,0,52
2020-04-04,DE,Germany,Saarland,DE-SL,60,60,0,13,0,0
2020-04-05,DE,Germany,Saarland,DE-SL,53,58,0,37,0,0
2020-01-01,DE,Germany,Saxony,DE-SN,0,0,0,18,0,0
2020-01-02,DE,Germany,Saxony,DE-SN,0,0,0,30,0,0
2020-01-03,DE,Germany,Saxony,DE-SN,0,0,0,37,59,0
2020-01-04,DE,Germany,Saxony,DE-SN,0,0,34,23,0,0
2020-01-05,DE,Germany,Saxony,DE-SN,0,0,0,15,0,24
2020-01-06,DE,Germany,Saxony,DE-SN,0,0,0,14,0,0
2020-01-07,DE,Germany,Saxony,DE-SN,0,0,0,29,0,0
2020-01-08,DE,Germany,Saxony,DE-SN,0,0,0,14,0,22
2020-01-09,DE,Germany,Saxony,DE-SN,0,0,0,28,0,0
2020-01-10,DE,Germany,Saxony,DE-SN,0,0,0,22,0,0
2020-01-11,DE,Germany,Saxony,DE-SN,0,0,0,32,0,0
2020-01-12,DE,Germany,Saxony,DE-SN,0,0,0,23,0,0
2020-01-13,DE,Germany,Saxony,DE-SN,0,0,0,13,0,0
2020-01-14,DE,Germany,Saxony,DE-SN,0,0,0,38,0,0
2020-01-15,DE,Germany,Saxony,DE-SN,0,0,32,15,0,0
2020-01-16,DE,Germany,Saxony,DE-SN,0,0,0,7,0,0
2020-01-17,DE,Germany,Saxony,DE-SN,0,0,0,15,0,24
2020-01-18,DE,Germany,Saxony,DE-SN,0,0,0,15,0,24
2020-01-19,DE,Germany,Saxony,DE-SN,0,0,0,45,0,0
2020-01-20,DE,Germany,Saxony,DE-SN,1,0,0,50,0,0
2020-01-21,DE,Germany,Saxony,DE-SN,1,0,0,14,0,0
2020-01-22,DE,Germany,Saxony,DE-SN,2,0,0,22,0,0
2020-01-23,DE,Germany,Saxony,DE-SN,4,0,0,44,0,0
2020-01-24,DE,Germany,Saxony,DE-SN,4,0,0,76,0,0
2020-01-25,DE,Germany,Saxony,DE-SN,7,0,0,39,0,0
2020-01-26,DE,Germany,Saxony,DE-SN,9,0,0,60,0,24
2020-01-27,DE,Germany,Saxony,DE-SN,7,0,0,35,0,0
2020-01-28,DE,Germany,Saxony,DE-SN,20,0,0,56,0,0
2020-01-29,DE,Germany,Saxony,DE-SN,15,0,0,57,0,0
2020-01-30,DE,Germany,Saxony,DE-SN,18,0,64,44,0,0
2020-01-31,DE,Germany,Saxony,DE-SN,13,0,0,45,0,0
2020-02-01,DE,Germany,Saxony,DE-SN,10,0,0,93,0,0
2020-02-02,DE,Germany,Saxony,DE-SN,10,0,0,57,57,22
2020-02-03,DE,Germany,Saxony,DE-SN,7,0,28,51,0,0
2020-02-04,DE,Germany,Saxony,DE-SN,7,0,0,35,0,0
2020-02-05,DE,Germany,Saxony,DE-SN,7,0,0,29,0,0
2020-02-06,DE,Germany,Saxony,DE-SN,5,0,0,45,0,0
2020-02-07,DE,Germany,Saxony,DE-SN,7,0,0,52,0,0
2020-02-08,DE,Germany,Saxony,DE-SN,6,0,0,50,0,26
2020-02-09,DE,Germany,Saxony,DE-SN,4,0,33,53,0,24
2020-02-10,DE,Germany,Saxony,DE-SN,4,0,0,42,0,0
2020-02-11,DE,Germany,Saxony,DE-SN,4,0,0,52,0,23
2020-02-12,DE,Germany,Saxony,DE-SN,4,0,0,31,0,0
2020-02-13,DE,Germany,Saxony,DE-SN,7,0,34,63,0,0
2020-02-14,DE,Germany,Saxony,DE-SN,3,0,34,15,0,0
2020-02-15,DE,Germany,Saxony,DE-SN,5,0,0,17,0,27
2020-02-16,DE,Germany,Saxony,DE-SN,3,4,0,72,0,75
2020-02-17,DE,Germany,Saxony,DE-SN,3,0,0,59,0,0
2020-02-18,DE,Germany,Saxony,DE-SN,2,0,0,51,59,0
2020-02-19,DE,Germany,Saxony,DE-SN,2,3,0,43,58,23
2020-02-20,DE,Germany,Saxony,DE-SN,2,7,0,23,0,0
2020-02-21,DE,Germany,Saxony,DE-SN,3,4,0,38,0,0
2020-02-22,DE,Germany,Saxony,DE-SN,5,0,35,16,0,0
2020-02-23,DE,Germany,Saxony,DE-SN,13,13,0,42,0,0
2020-02-24,DE,Germany,Saxony,DE-SN,16,3,0,49,0,0
2020-02-25,DE,Germany,Saxony,DE-SN,22,6,0,35,0,0
2020-02-26,DE,Germany,Saxony,DE-SN,30,19,0,62,0,0
2020-02-27,DE,Germany,Saxony,DE-SN,40,13,0,35,0,0
2020-02-28,DE,Germany,Saxony,DE-SN,39,40,0,15,0,0
2020-02-29,DE,Germany,Saxony,DE-SN,34,11,0,46,0,0
2020-03-01,DE,Germany,Saxony,DE-SN,31,17,32,37,0,0
2020-03-02,DE,Germany,Saxony,DE-SN,31,26,0,64,0,22
2020-03-03,DE,Germany,Saxony,DE-SN,31,9,0,34,0,21
2020-03-04,DE,Germany,Saxony,DE-SN,28,17,0,36,0,0
2020-03-05,DE,Germany,Saxony,DE-SN,27,24,0,37,0,0
2020-03-06,DE,Germany,Saxony,DE-SN,30,30,0,22,0,0
2020-03-07,DE,Germany,Saxony,DE-SN,25,17,0,30,0,0
2020-03-08,DE,Germany,Saxony,DE-SN,31,38,32,66,0,0
2020-03-09,DE,Germany,Saxony,DE-SN,36,31,0,20,0,0
2020-03-10,DE,Germany,Saxony,DE-SN,42,21,58,66,0,0
2020-03-11,DE,Germany,Saxony,DE-SN,48,41,30,41,0,42
2020-03-12,DE,Germany,Saxony,DE-SN,60,60,0,39,0,0
2020-03-13,DE,Germany,Saxony,DE-SN,72,78,55,69,100,20
2020-03-14,DE,Germany,Saxony,DE-SN,63,53,0,69,0,0
2020-03-15,DE,Germany,Saxony,DE-SN,69,100,31,94,0,0
2020-03-16,DE,Germany,Saxony,DE-SN,65,76,28,69,0,0
2020-03-17,DE,Germany,Saxony,DE-SN,58,60,0,81,0,0
2020-03-18,DE,Germany,Saxony,DE-SN,49,69,89,61,0,21
2020-03-19,DE,Germany,Saxony,DE-SN,47,53,29,54,54,0
2020-03-20,DE,Germany,Saxony,DE-SN,48,62,80,55,0,19
2020-03-21,DE,Germany,Saxony,DE-SN,44,63,62,43,0,22
2020-03-22,DE,Germany,Saxony,DE-SN,100,89,0,100,0,0
2020-03-23,DE,Germany,Saxony,DE-SN,41,47,0,36,48,19
2020-03-24,DE,Germany,Saxony,DE-SN,31,67,28,44,51,0
2020-03-25,DE,Germany,Saxony,DE-SN,28,67,29,60,0,21
2020-03-26,DE,Germany,Saxony,DE-SN,28,45,29,85,0,0
2020-03-27,DE,Germany,Saxony,DE-SN,31,58,29,52,0,0
2020-03-28,DE,Germany,Saxony,DE-SN,31,64,100,69,0,48
2020-03-29,DE,Germany,Saxony,DE-SN,28,46,29,13,53,62
2020-03-30,DE,Germany,Saxony,DE-SN,22,50,26,36,0,75
2020-03-31,DE,Germany,Saxony,DE-SN,24,76,53,12,0,76
2020-04-01,DE,Germany,Saxony,DE-SN,23,56,0,44,0,79
2020-04-02,DE,Germany,Saxony,DE-SN,24,33,57,20,0,61
2020-04-03,DE,Germany,Saxony,DE-SN,57,50,0,19,0,100
2020-04-04,DE,Germany,Saxony,DE-SN,53,31,32,15,59,69
2020-04-05,DE,Germany,Saxony,DE-SN,55,80,33,23,0,94
2020-01-01,DE,Germany,Saxony-Anhalt,DE-ST,0,0,0,0,0,0
2020-01-02,DE,Germany,Saxony-Anhalt,DE-ST,0,0,0,14,0,0
2020-01-03,DE,Germany,Saxony-Anhalt,DE-ST,0,0,0,14,0,24
2020-01-04,DE,Germany,Saxony-Anhalt,DE-ST,0,0,0,14,0,0
2020-01-05,DE,Germany,Saxony-Anhalt,DE-ST,0,0,0,57,0,0
2020-01-06,DE,Germany,Saxony-Anhalt,DE-ST,0,0,0,55,0,0
